#00010,Legislators,50,-0.1,10,,70,0.1,30,,460,1.6,260,,50,-0.5,10,,20,-0.4,10,,180,0.8999999999999999,100,,410,1.9,250
#00018,"Senior managers - public and private sector",590,0.3,280,,620,0.5,340,,25480,1.7999999999999998,15430,,210,0.5,100,,210,0.8,110,,3230,1.4000000000000001,2170,,5410,1,3070
#10010,"Financial managers",140,-0.3,50,,170,-0.1,50,,7030,1.6,3180,,50,-0.2,20,,40,-0.2,10,,740,1.3,350,,1380,0.8999999999999999,590
#10011,"Human resources managers",180,0.2,80,,130,0.5,70,,4870,1.6,2560,,80,2.1999999999999997,50,,70,0.4,30,,640,1.0999999999999999,390,,1030,0.8999999999999999,520
#10012,"Purchasing managers",50,-0.7000000000000001,30,,50,0.3,30,,2620,1.6,1480,,N/A,N/A,N/A,,30,-1.9,10,,260,0.4,170,,450,0.5,230
#10019,"Other administrative services managers",90,-0.2,30,,110,-0.1,40,,5160,1.6,2560,,40,-0.8,10,,20,-0.5,10,,570,0.7000000000000001,300,,1200,0.8,580
#10020,"Insurance, real estate and financial brokerage managers",60,-0.3,20,,90,1,60,,6020,1.4000000000000001,3060,,N/A,N/A,N/A,,N/A,N/A,N/A,,500,1.3,340,,720,0.8,360
#10021,"Banking, credit and other investment managers",200,-0.1,60,,140,-0.2,50,,7800,1.3,3570,,100,1.0999999999999999,40,,70,-0.2,20,,1070,0.3,460,,1410,0.4,550
#10022,"Advertising, marketing and public relations managers",100,1.3,30,,170,0.5,50,,12620,1.9,5110,,30,-0.5,0,,N/A,N/A,N/A,,1150,1.7000000000000002,520,,1770,1.2,710
#10029,"Other business services managers",60,-0.2,20,,80,0.6,40,,2320,1.5,1190,,N/A,N/A,N/A,,N/A,N/A,N/A,,260,1.0999999999999999,150,,560,1,320
#10030,"Telecommunication carriers managers",N/A,N/A,N/A,,N/A,N/A,N/A,,1010,1,410,,N/A,N/A,N/A,,N/A,N/A,N/A,,120,0.5,60,,90,-0.2,20
