,,,,,,,,,,,,,,health_care_social_assistance,"Health care and social assistance",87200,90900,178100,0.48961257720381807,0.5103874227961819,0.1590036603874654
,,,,,,,,,,,,,,professional_scientific_technical_services,"Professional, scientific and technical services",83600,66700,150300,0.5562208915502329,0.44377910844976715,0.13418444781715919
,,,,,,,,,,,,,,retail_trade,"Retail trade",49100,74700,123700,0.396928051738076,0.6038803556992725,0.11043656816355682
,,,,,,,,,,,,,,construction,Construction,41800,57900,99600,0.41967871485943775,0.5813253012048193,0.08892063208642086
,,,,,,,,,,,,,,educational_services,"Educational services",26400,53400,79800,0.3308270676691729,0.6691729323308271,0.07124363896080707
,,,,,,,,,,,,,,finance_insurance_real_estate,"Finance, insurance and real estate",21700,44400,66100,0.32829046898638425,0.6717095310136157,0.05901258816177127
,,,,,,,,,,,,,,accommodation_food_services,"Accommodation and food services",30000,34600,64600,0.46439628482972134,0.5356037151702786,0.057673422015891436
,,,,,,,,,,,,,,transportation_warehousing,"Transportation and warehousing",19200,37700,56900,0.3374340949033392,0.6625659050966608,0.05079903580037497
,,,,,,,,,,,,,,public_administration,"Public administration",17500,38900,56500,0.30973451327433627,0.6884955752212389,0.05044192482814035
,,,,,,,,,,,,,,manufacturing,Manufacturing,12000,44300,56200,0.21352313167259787,0.7882562277580071,0.050174091598964375
,,,,,,,,,,,,,,information_culture_recreation,"Information, culture and recreation",20800,30400,51300,0.40545808966861596,0.5925925925925926,0.04579948218909026
,,,,,,,,,,,,,,other_private_services,"Repair, personal and non-profit services",17400,25600,43000,0.4046511627906977,0.5953488372093023,0.038389429515221854
,,,,,,,,,,,,,,wholesale_trade,"Wholesale trade",11600,24000,35600,0.3258426966292135,0.6741573033707865,0.03178287652888135
,,,,,,,,,,,,,,business_building_other_support_services,"Business, building and other support services",7500,23100,30600,0.24509803921568626,0.7549019607843137,0.027318989375948576
,,,,,,,,,,,,,,mining_oil_gas_extraction,"Mining and oil and gas extraction",1300,8900,10200,0.12745098039215685,0.8725490196078431,0.00910632979198286
,,,,,,,,,,,,,,agriculture_fishing,"Agriculture and fishing",700,7000,7800,0.08974358974358974,0.8974358974358975,0.006963663958575127
,,,,,,,,,,,,,,utilities,Utilities,2100,4600,6700,0.31343283582089554,0.6865671641791045,0.005981608784929917
,,,,,,,,,,,,,,forestry_logging_support_activities,"Forestry, logging and support activities",-1200,4200,3100,-0.3870967741935484,1.3548387096774193,0.00276761003481832
,,,,,,,,,,,,,,all_industries,"All Industries",448700,671300,1120100,0.40058923310418715,0.5993214891527542,1
,,,,,,,,,,,,,,top_3,"Top 3",,,,,,0.40362467636818145
,,,,,,,,,,,,,,top_5,"Top 5",288100,343600,631500,0.456215360253365,0.5441013460015836,0.5637889474154094
